#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
SMARCC2	TBP	1845915	1843249	9606.ENSP00000267064	9606.ENSP00000230354	0	0	0	0	0.070	0.115	0	0.419	0.480
SETD1B	TADA2A	1845925	1843019	9606.ENSP00000267197	9606.ENSP00000225396	0	0	0	0	0.074	0.119	0	0.413	0.479
MLL	H3F3B	1862045	1844327	9606.ENSP00000436786	9606.ENSP00000254810	0	0	0	0	0.054	0.259	0	0.315	0.478
RBBP4	PPA2	1855919	1852751	9606.ENSP00000362592	9606.ENSP00000343885	0	0	0	0	0.054	0.292	0	0.281	0.476
RBBP7	PPA1	1857150	1855858	9606.ENSP00000369424	9606.ENSP00000362329	0	0	0	0	0.054	0.292	0	0.281	0.476
TAF1L	SF3B1	1861354	1851836	9606.ENSP00000418379	9606.ENSP00000335321	0	0	0	0	0.463	0	0	0.065	0.476
RBBP4	PPA1	1855919	1855858	9606.ENSP00000362592	9606.ENSP00000362329	0	0	0	0	0.054	0.292	0	0.281	0.476
EHMT2	HIRA	1856323	1845306	9606.ENSP00000364687	9606.ENSP00000263208	0	0	0	0	0.101	0.292	0	0.238	0.473
HDAC1	HIRA	1855935	1845306	9606.ENSP00000362649	9606.ENSP00000263208	0	0	0	0	0.110	0.121	0	0.379	0.472
CHD1L	SETD1A	1854989	1845165	9606.ENSP00000358262	9606.ENSP00000262519	0	0	0	0	0.271	0.106	0	0.255	0.472
CHD1L	SETD1B	1854989	1845925	9606.ENSP00000358262	9606.ENSP00000267197	0	0	0	0	0.271	0.106	0	0.255	0.472
PPP2R1B	NUDT12	1849409	1843266	9606.ENSP00000311344	9606.ENSP00000230792	0	0	0	0	0	0.469	0	0.048	0.472
SMARCD2	SMARCA5	1859660	1846833	9606.ENSP00000392617	9606.ENSP00000283131	0	0	0	0	0.123	0.296	0	0.211	0.470
CCDC101	BPTF	1849846	1848931	9606.ENSP00000316114	9606.ENSP00000307208	0	0	0	0	0.055	0.379	0	0.169	0.470
MLL	SETD1A	1862045	1845165	9606.ENSP00000436786	9606.ENSP00000262519	0	0	0	0.616	0.287	0	0	0.680	0.469
SMARCD2	SMARCA1	1859660	1855408	9606.ENSP00000392617	9606.ENSP00000360163	0	0	0	0	0.123	0.296	0	0.208	0.468
KDM4C	MLL3	1857360	1845086	9606.ENSP00000370710	9606.ENSP00000262189	0	0	0	0	0.236	0.106	0	0.281	0.467
HDAC2	HIRA	1861837	1845306	9606.ENSP00000430432	9606.ENSP00000263208	0	0	0	0	0.110	0.121	0	0.373	0.466
SMARCC2	CECR2	1845915	1845180	9606.ENSP00000267064	9606.ENSP00000262608	0	0	0	0	0.123	0.378	0	0.100	0.466
CECR2	SMARCC1	1845180	1844297	9606.ENSP00000262608	9606.ENSP00000254480	0	0	0	0	0.123	0.378	0	0.100	0.466
RBBP7	SMARCC2	1857150	1845915	9606.ENSP00000369424	9606.ENSP00000267064	0	0	0	0	0.350	0	0	0.209	0.464
SMARCA5	TAF9	1846833	1842675	9606.ENSP00000283131	9606.ENSP00000217893	0	0	0	0	0.419	0.066	0	0.090	0.463
HIST1H4A	MTA2	1853925	1846587	9606.ENSP00000352980	9606.ENSP00000278823	0	0	0	0	0	0.360	0	0.195	0.462
CHD1L	TBP	1854989	1843249	9606.ENSP00000358262	9606.ENSP00000230354	0	0	0	0	0.065	0.264	0	0.282	0.462
NCOR1	TAF9	1846039	1842675	9606.ENSP00000268712	9606.ENSP00000217893	0	0	0	0	0	0.349	0	0.206	0.462
MLL	NCOR1	1862045	1846039	9606.ENSP00000436786	9606.ENSP00000268712	0	0	0	0	0.271	0.122	0	0.225	0.461
HDAC1	MLL3	1855935	1845086	9606.ENSP00000362649	9606.ENSP00000262189	0.065	0	0	0	0.064	0.292	0	0.231	0.460
SMARCA1	WDR59	1855408	1845075	9606.ENSP00000360163	9606.ENSP00000262144	0	0	0	0	0.230	0.117	0	0.269	0.459
CHD1L	WDR59	1854989	1845075	9606.ENSP00000358262	9606.ENSP00000262144	0	0	0	0	0.230	0.117	0	0.269	0.459
SMARCA5	WDR59	1846833	1845075	9606.ENSP00000283131	9606.ENSP00000262144	0	0	0	0	0.230	0.117	0	0.269	0.459
HIST1H3C	BAZ1A	1862129	1853982	9606.ENSP00000439493	9606.ENSP00000353458	0	0	0	0	0.047	0.318	0	0.234	0.458
CXXC1	HIST2H3A	1859496	1859040	9606.ENSP00000390475	9606.ENSP00000385479	0	0	0	0	0	0.438	0	0.074	0.458
HIST1H3E	BAZ1A	1854001	1853982	9606.ENSP00000353581	9606.ENSP00000353458	0	0	0	0	0.047	0.318	0	0.234	0.458
SMARCA1	TADA2B	1855408	1849028	9606.ENSP00000360163	9606.ENSP00000308022	0	0	0	0	0.099	0.066	0	0.408	0.458
PPA2	WDR59	1852751	1845075	9606.ENSP00000343885	9606.ENSP00000262144	0	0	0	0	0.054	0.265	0	0.281	0.456
WDR73	PPA2	1859320	1852751	9606.ENSP00000387982	9606.ENSP00000343885	0	0	0	0	0.054	0.265	0	0.281	0.456
PPA1	WDR59	1855858	1845075	9606.ENSP00000362329	9606.ENSP00000262144	0	0	0	0	0.054	0.265	0	0.281	0.456
WDR73	PPA1	1859320	1855858	9606.ENSP00000387982	9606.ENSP00000362329	0	0	0	0	0.054	0.265	0	0.281	0.456
HIST1H4A	MLL3	1853925	1845086	9606.ENSP00000352980	9606.ENSP00000262189	0	0	0	0	0.054	0.259	0	0.285	0.455
CHD1L	HIST3H3	1854989	1854433	9606.ENSP00000358262	9606.ENSP00000355657	0	0	0	0	0.056	0.188	0	0.346	0.455
EHMT2	CHD1L	1856323	1854989	9606.ENSP00000364687	9606.ENSP00000358262	0	0	0	0	0.112	0.174	0	0.316	0.454
BAZ1A	HIST1H3J	1853982	1853820	9606.ENSP00000353458	9606.ENSP00000352252	0	0	0	0	0.047	0.318	0	0.227	0.454
HIST3H3	TBP	1854433	1843249	9606.ENSP00000355657	9606.ENSP00000230354	0	0	0	0	0.054	0.152	0	0.374	0.454
EHMT2	CECR2	1856323	1845180	9606.ENSP00000364687	9606.ENSP00000262608	0	0	0	0	0.054	0.268	0	0.275	0.454
HIST1H4A	WDR5	1853925	1853715	9606.ENSP00000352980	9606.ENSP00000351446	0	0	0	0	0.052	0.097	0	0.412	0.453
EHMT2	ASF1A	1856323	1843214	9606.ENSP00000364687	9606.ENSP00000229595	0	0	0	0	0.182	0.118	0	0.303	0.453
WDR73	SMARCA5	1859320	1846833	9606.ENSP00000387982	9606.ENSP00000283131	0	0	0	0	0.219	0.118	0	0.269	0.452
WDR73	CHD1L	1859320	1854989	9606.ENSP00000387982	9606.ENSP00000358262	0	0	0	0	0.219	0.118	0	0.269	0.452
WDR5	HIST1H4I	1853715	1853039	9606.ENSP00000351446	9606.ENSP00000346316	0	0	0	0	0.052	0.097	0	0.411	0.452
RBBP7	CHD1L	1857150	1854989	9606.ENSP00000369424	9606.ENSP00000358262	0	0	0	0	0.219	0.118	0	0.269	0.452
WDR73	SMARCA1	1859320	1855408	9606.ENSP00000387982	9606.ENSP00000360163	0	0	0	0	0.219	0.118	0	0.269	0.452
RBBP4	CHD1L	1855919	1854989	9606.ENSP00000362592	9606.ENSP00000358262	0	0	0	0	0.219	0.118	0	0.269	0.452
SMARCA1	HIST3H3	1855408	1854433	9606.ENSP00000360163	9606.ENSP00000355657	0	0	0	0	0.056	0.188	0	0.342	0.451
CHD1L	H3F3A	1854989	1854454	9606.ENSP00000358262	9606.ENSP00000355778	0	0	0	0	0.056	0.188	0	0.342	0.451
SMARCA1	HOXC8	1855408	1842208	9606.ENSP00000360163	9606.ENSP00000040584	0	0	0	0	0	0.097	0	0.417	0.451
CHD1L	HIST1H3A	1854989	1853568	9606.ENSP00000358262	9606.ENSP00000350275	0	0	0	0	0.056	0.188	0	0.342	0.451
HIST2H3A	SMARCA1	1859040	1855408	9606.ENSP00000385479	9606.ENSP00000360163	0	0	0	0	0.056	0.188	0	0.342	0.451
CHD1L	HIST1H3J	1854989	1853820	9606.ENSP00000358262	9606.ENSP00000352252	0	0	0	0	0.056	0.188	0	0.342	0.451
HIST1H3C	CHD1L	1862129	1854989	9606.ENSP00000439493	9606.ENSP00000358262	0	0	0	0	0.056	0.188	0	0.342	0.451
CHD1L	HIST1H3E	1854989	1854001	9606.ENSP00000358262	9606.ENSP00000353581	0	0	0	0	0.056	0.188	0	0.342	0.451
CHD1L	H3F3B	1854989	1844327	9606.ENSP00000358262	9606.ENSP00000254810	0	0	0	0	0.056	0.188	0	0.342	0.451
HIST2H3A	CHD1L	1859040	1854989	9606.ENSP00000385479	9606.ENSP00000358262	0	0	0	0	0.056	0.188	0	0.342	0.451
MLL	KDM4C	1862045	1857360	9606.ENSP00000436786	9606.ENSP00000370710	0	0	0	0	0.235	0.106	0	0.259	0.450
WDR5	SMARCA5	1853715	1846833	9606.ENSP00000351446	9606.ENSP00000283131	0	0	0	0	0.153	0.096	0	0.338	0.449
HIST1H4I	MLL3	1853039	1845086	9606.ENSP00000346316	9606.ENSP00000262189	0	0	0	0	0.054	0.259	0	0.275	0.447
SMARCA1	TADA2A	1855408	1843019	9606.ENSP00000360163	9606.ENSP00000225396	0	0	0	0	0.099	0.066	0	0.396	0.447
SETD1A	HOXC8	1845165	1842208	9606.ENSP00000262519	9606.ENSP00000040584	0	0	0	0	0	0.097	0	0.411	0.446
SMARCC1	ASF1A	1844297	1843214	9606.ENSP00000254480	9606.ENSP00000229595	0	0	0	0	0.099	0.379	0	0.089	0.446
HDAC2	MLL3	1861837	1845086	9606.ENSP00000430432	9606.ENSP00000262189	0.065	0	0	0	0.064	0.292	0	0.212	0.446
HDAC2	BPTF	1861837	1848931	9606.ENSP00000430432	9606.ENSP00000307208	0	0	0	0	0.063	0.292	0	0.229	0.444
PPP2CA	CDC5L	1861358	1855491	9606.ENSP00000418447	9606.ENSP00000360532	0	0	0	0	0.053	0	0	0.436	0.443
TAF6	HIST1H4A	1860193	1853925	9606.ENSP00000399982	9606.ENSP00000352980	0	0	0	0	0	0.068	0	0.425	0.442
HIST1H3J	TBP	1853820	1843249	9606.ENSP00000352252	9606.ENSP00000230354	0	0	0	0	0.054	0.061	0	0.422	0.442
HIST1H4I	TADA3	1853039	1848982	9606.ENSP00000346316	9606.ENSP00000307684	0	0	0	0	0	0.072	0	0.423	0.442
TAF6	HIST1H4I	1860193	1853039	9606.ENSP00000399982	9606.ENSP00000346316	0	0	0	0	0	0.068	0	0.426	0.442
MLL	SETD1B	1862045	1845925	9606.ENSP00000436786	9606.ENSP00000267197	0	0	0	0.615	0.287	0	0	0.580	0.441
HIST1H4A	TADA3	1853925	1848982	9606.ENSP00000352980	9606.ENSP00000307684	0	0	0	0	0	0.072	0	0.422	0.441
LSM6	TAF9	1847758	1842675	9606.ENSP00000296581	9606.ENSP00000217893	0	0	0	0	0.438	0	0	0	0.439
HIST1H3E	TBP	1854001	1843249	9606.ENSP00000353581	9606.ENSP00000230354	0	0	0	0	0.054	0.061	0	0.419	0.439
SMARCA1	TADA3	1855408	1848982	9606.ENSP00000360163	9606.ENSP00000307684	0	0	0	0	0.054	0.067	0	0.412	0.435
EHMT2	NCOR1	1856323	1846039	9606.ENSP00000364687	9606.ENSP00000268712	0	0	0	0	0.114	0.170	0	0.294	0.435
SMARCA5	MTA2	1846833	1846587	9606.ENSP00000283131	9606.ENSP00000278823	0	0	0	0	0.074	0.067	0.360	0.096	0.433
EHMT2	XAB2	1856323	1853674	9606.ENSP00000364687	9606.ENSP00000351137	0	0	0	0	0.056	0	0	0.423	0.432
KDM4C	HIST1H3J	1857360	1853820	9606.ENSP00000370710	9606.ENSP00000352252	0	0	0	0	0.054	0.063	0	0.410	0.431
KDM4C	HIST1H3E	1857360	1854001	9606.ENSP00000370710	9606.ENSP00000353581	0	0	0	0	0.054	0.063	0	0.410	0.431
MLL	RBBP7	1862045	1857150	9606.ENSP00000436786	9606.ENSP00000369424	0	0	0	0	0.093	0.248	0	0.230	0.430
CXXC1	RBBP7	1859496	1857150	9606.ENSP00000390475	9606.ENSP00000369424	0	0	0	0	0.066	0.147	0	0.342	0.430
SETD1B	CECR2	1845925	1845180	9606.ENSP00000267197	9606.ENSP00000262608	0	0	0	0	0.156	0.120	0	0.293	0.429
CECR2	SETD1A	1845180	1845165	9606.ENSP00000262608	9606.ENSP00000262519	0	0	0	0	0.156	0.120	0	0.293	0.429
PRPF4	WDR82	1856059	1847739	9606.ENSP00000363313	9606.ENSP00000296490	0	0	0.394	0	0.095	0	0	0	0.428
BAZ1A	TAF1	1853982	1846471	9606.ENSP00000353458	9606.ENSP00000276072	0	0	0	0.609	0.192	0.292	0	0.141	0.428
KDM4C	WDR5	1857360	1853715	9606.ENSP00000370710	9606.ENSP00000351446	0	0	0	0	0.100	0.120	0	0.334	0.427
HIST1H4I	SMARCC2	1853039	1845915	9606.ENSP00000346316	9606.ENSP00000267064	0	0	0	0	0.055	0.292	0	0.212	0.427
HIST1H4A	SMARCC2	1853925	1845915	9606.ENSP00000352980	9606.ENSP00000267064	0	0	0	0	0.055	0.292	0	0.211	0.426
WDR5	HOXC8	1853715	1842208	9606.ENSP00000351446	9606.ENSP00000040584	0	0	0	0	0	0	0	0.424	0.424
CDC5L	SMARCA5	1855491	1846833	9606.ENSP00000360532	9606.ENSP00000283131	0	0	0	0	0.293	0.147	0	0.114	0.421
EHMT2	SETD1A	1856323	1845165	9606.ENSP00000364687	9606.ENSP00000262519	0	0	0	0.611	0.159	0.114	0	0.672	0.421
PPA2	SMARCA5	1852751	1846833	9606.ENSP00000343885	9606.ENSP00000283131	0.060	0	0	0	0.116	0.292	0	0.130	0.419
RBBP7	CHRAC1	1857150	1842807	9606.ENSP00000369424	9606.ENSP00000220913	0	0	0	0	0.124	0.347	0	0.067	0.419
HIST1H3A	TBP	1853568	1843249	9606.ENSP00000350275	9606.ENSP00000230354	0	0	0	0	0.054	0.061	0	0.399	0.419
PPP2R5C	LSM6	1860968	1847758	9606.ENSP00000412324	9606.ENSP00000296581	0	0	0	0	0	0.417	0	0	0.417
BAZ1A	CCDC101	1853982	1849846	9606.ENSP00000353458	9606.ENSP00000316114	0	0	0	0	0.054	0.379	0	0.088	0.417
MLL2	HOXC8	1848242	1842208	9606.ENSP00000301067	9606.ENSP00000040584	0	0	0	0	0	0.097	0	0.378	0.415
PPP2R2B	TBP	1851897	1843249	9606.ENSP00000336591	9606.ENSP00000230354	0	0	0	0	0.052	0	0	0.409	0.415
SETD1B	HIRA	1845925	1845306	9606.ENSP00000267197	9606.ENSP00000263208	0	0	0	0	0.162	0.119	0	0.272	0.415
TAF1	SETD1A	1846471	1845165	9606.ENSP00000276072	9606.ENSP00000262519	0	0	0	0	0.173	0.120	0	0.259	0.414
BAZ1A	H3F3B	1853982	1844327	9606.ENSP00000353458	9606.ENSP00000254810	0	0	0	0	0.047	0.318	0	0.170	0.413
H3F3A	BAZ1A	1854454	1853982	9606.ENSP00000355778	9606.ENSP00000353458	0	0	0	0	0.047	0.318	0	0.170	0.413
KDM4C	SETD1A	1857360	1845165	9606.ENSP00000370710	9606.ENSP00000262519	0	0	0	0	0.065	0.106	0	0.352	0.411
SMARCC2	ASF1A	1845915	1843214	9606.ENSP00000267064	9606.ENSP00000229595	0	0	0	0	0.069	0.379	0	0.061	0.409
HIST1H3C	KDM4C	1862129	1857360	9606.ENSP00000439493	9606.ENSP00000370710	0	0	0	0	0.054	0.063	0	0.387	0.409
C17orf49	ASH2L	1862521	1852381	9606.ENSP00000448598	9606.ENSP00000340896	0	0	0	0	0	0	0.360	0.113	0.408
CHD1L	HIRA	1854989	1845306	9606.ENSP00000358262	9606.ENSP00000263208	0	0	0	0	0.154	0.292	0	0.088	0.406
HIST1H3A	MLL3	1853568	1845086	9606.ENSP00000350275	9606.ENSP00000262189	0	0	0	0	0.054	0.299	0	0.173	0.405
MLL	BPTF	1862045	1848931	9606.ENSP00000436786	9606.ENSP00000307208	0	0	0	0	0.185	0.120	0	0.235	0.404
MLL	HOXC8	1862045	1842208	9606.ENSP00000436786	9606.ENSP00000040584	0	0	0	0	0	0.097	0	0.367	0.404
SMARCD2	TBP	1859660	1843249	9606.ENSP00000392617	9606.ENSP00000230354	0	0	0	0	0.092	0.312	0	0.119	0.402
NCOR1	TBP	1846039	1843249	9606.ENSP00000268712	9606.ENSP00000230354	0	0	0	0	0.072	0	0	0.382	0.402
CXXC1	RBBP4	1859496	1855919	9606.ENSP00000390475	9606.ENSP00000362592	0	0	0	0	0.066	0.147	0	0.308	0.401
